text,category_name,label
MATERIAL TAKE-OFF MTO LINE ITEM MISSING FOR PIPE REDUCER ON LINE 12-CW-305-CS -MWR,BOM,12
Missing stiffener plate connection at high stress beam junction,Technical,0
Sheet number indicates sheet 2 of 4 but total drawing set has 5 sheets -UCC,Documentation,6
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-204 -JJD,Coordination,5
ADD GENERAL NOTE SPECIFYING CONCRETE MINIMUM 28-DAY COMPRESSIVE STRENGTH 4000 PSI -JCM,Notes,11
Incorrect part number in BOM item 5: catalog number does not match manufacturer spec -JCM,BOM,12
Typo error: 'temparature' spelled incorrectly in instrument schedule,Cosmetic,3
Incorrect symbol used for check valve: per ISA-5.1 standard replace with standard symbol -RJY,Standards,4
Hydraulic gradient calculation discrepancy on gravity sewer line slope By: VSM,Calculation,8
GEOMETRIC TOLERANCING GD&T FRAME SYMBOL MISSING DATUM REFERENCE PER ASME Y14.5 -JDM,Standards,4
Reinforcing bar rebar grade must be ASTM A615 Grade 60 per structural spec By: BreKol,Material,10
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW,Drafting,1
"Provide missing coordinate dimensions X, Y, Z for pipe support shoe SH-08",Dimension,2
MAINTENANCE FEASIBILITY: FILTER BASKET CANNOT BE REMOVED WITHOUT DISCONNECTING PIPING,Feasibility,9
TYPO IN GENERAL NOTE: 'VALVUE' SHOULD READ 'VALVE' BY: VSM,Cosmetic,3
Clash with civil/structural: HVAC duct penetrates structural moment frame beam -UCC,Coordination,5
FIELD ASSEMBLY FEASIBILITY: PROVIDE BOLTED SPLICE INSTEAD OF FIELD FULL-PENETRATION WELD,Feasibility,9
Welding symbol not compliant with AWS A2.4 standard notation,Standards,4
Dimension string does not close: 1200 mm discrepancy at wall interface,Dimension,2
Erection feasibility: provide temporary lifting lugs for modular frame transport,Feasibility,9
Coordinate with mechanical: equipment nozzle loads exceed allowable piping interface limits -MWR,Coordination,5
Project code and CAD drawing file name missing from title block margin -UCC,Documentation,6
Part number in bill of materials table does not match vendor certified cut sheet -JJD,BOM,12
Add mandatory safety note: 'Do not energize equipment prior to interlock validation' -JJD,Notes,11
Inter-discipline interference: structural diagonal bracing blocks instrument transmitter display,Coordination,5
General note 2 references obsolete specification document 01-SPEC-1998: update to Rev 2026 By: VSM,Notes,11
FABRICATION FEASIBILITY: TIGHT PIPE SPOOL GEOMETRY CANNOT BE HOT-DIP GALVANIZED WITHOUT POOLING,Feasibility,9
Material specification discrepancy between piping line list and isometric drawing -BEK,Material,10
Missing connection detail at column C12 and beam W14x48 intersection,Technical,0
Flow rate calculation discrepancy between PFD heat & material balance and line schedule -JDM,Calculation,8
Tubing material callout incorrect: specify seamless 316SS instrument tubing,Material,10
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized' -UCC,Cosmetic,3
ADD ENVIRONMENTAL NOTE REGARDING SECONDARY CONTAINMENT DIKE DRAINAGE VALVE OPERATION -JJD,Notes,11
Multiple revisions mixed on sheet: clear Rev 1 clouds and keep only Rev 2 changes -BEK,Revision,7
TITLE BLOCK SCALE BOX SHOWS 'NTS' BUT DRAWING IS PLOTTED TO SCALE 1:50 BY: BREKOL,Documentation,6
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50,Material,10
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -UCC,BOM,12
Note 5 wording unclear: revise to state clearly 'All dimensions are in millimeters unless noted' -JJD,Notes,11
Missing stiffener plate connection at high stress beam junction -MWR,Technical,0
Add environmental note regarding secondary containment dike drainage valve operation -MWR,Notes,11
LEADER LINE CROSSING DIMENSION STRING: REROUTE LEADER TO DETAIL BUBBLE,Drafting,1
Pipe insulation material specification missing on high temperature steam line -BEK,Material,10
Note 5 wording unclear: revise to state clearly 'All dimensions are in millimeters unless noted',Notes,11
ASME code stamp requirement symbol missing from pressure vessel nameplate callout,Standards,4
Spelling error: 'pressur' missing 'e' in pipe line description -JDM,Cosmetic,3
Design calculation inconsistency: vessel wall thickness calculation requires 12mm not 10mm,Calculation,8
Update piping notes to include minimum slope requirement on condensate headers -MWR,Notes,11
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED -JCM,Revision,7
Safety relief valve symbol does not comply with API 526 standard representation,Standards,4
ADD GENERAL NOTE SPECIFYING CONCRETE MINIMUM 28-DAY COMPRESSIVE STRENGTH 4000 PSI,Notes,11
INCORRECT NOZZLE FLANGE CONNECTION RATING 150# ON VESSEL E-301,Technical,0
SPELLING MISTAKE IN COATING SPEC NOTE: 'GALVANISE' SHOULD BE 'GALVANIZED' -JJD,Cosmetic,3
ERECTION FEASIBILITY ISSUE: COLUMN SPLICE LOCATION INACCESSIBLE FOR MOBILE CRANE HOOK,Feasibility,9
Coordinate instrument air supply line routing with control valve manifold -BEK,Coordination,5
Client logo and project title missing from cover sheet title block,Documentation,6
Missing vertical clearance dimension below overhead monorail beam,Dimension,2
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code By: VSM,Standards,4
CLASH WITH ELECTRICAL: CONDUIT BANK ROUTES DIRECTLY THROUGH VALVE OPERATING ENVELOPE -MWR,Coordination,5
Revision description vague: replace 'Revisions' with detailed change description,Revision,7
DIMENSION STRING DOES NOT CLOSE: 500 MM DISCREPANCY AT WALL INTERFACE,Dimension,2
ASME code stamp requirement symbol missing from pressure vessel nameplate callout -RJY,Standards,4
NON-STANDARD ABBREVIATION USED: REPLACE 'VLV' WITH STANDARD ABBREVIATION PER PROJECT CODE -JJD,Standards,4
BOM QUANTITY MISMATCH: DRAWING SHOWS 4 SUPPORT BRACKETS BUT BOM LISTS QUANTITY 2,BOM,12
Pipe insulation material specification missing on high temperature steam line,Material,10
WRONG VALVE BODY MATERIAL: SPECIFY 316L STAINLESS STEEL FOR ACID INJECTION LINE,Material,10
MATERIAL GRADE INCONSISTENCY: PIPE SCHEDULE SHOWS SS304 BUT FITTINGS SHOW CARBON STEEL,Material,10
Previous revision cloud Rev A must be removed before issuing Rev B,Revision,7
Missing stiffener plate connection at high stress beam junction -BEK,Technical,0
MISSING STIFFENER PLATE CONNECTION AT HIGH STRESS BEAM JUNCTION BY: VSM,Technical,0
Isometric drawing view orientation misaligned with plan coordinates,Drafting,1
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE -JDM,Technical,0
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -JDM,BOM,12
"INCORRECT ELEVATION CALLOUT: TOC SHOWS 102'-6"" BUT SECTION SHOWS 88'-4 1/2"" BY: BREKOL",Dimension,2
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun -UCC,Feasibility,9
Flow rate calculation discrepancy between PFD heat & material balance and line schedule -BEK,Calculation,8
Missing client drawing reference number in master title block -MWR,Documentation,6
Structural beam material callout missing ASTM specification standard on drawing -BEK,Material,10
Missing connection detail at column W14x90 and beam W16x57 intersection -UCC,Technical,0
Client logo and project title missing from cover sheet title block -RJY,Documentation,6
Font style inconsistent: use standard Romans font throughout sheet -UCC,Cosmetic,3
HYDRAULIC GRADIENT CALCULATION DISCREPANCY ON GRAVITY SEWER LINE SLOPE,Calculation,8
Codal compliance issue: aisle clearance width below NFPA minimum 36 inches,Standards,4
Incorrect part number in BOM item 21: catalog number does not match manufacturer spec,BOM,12
Geometric tolerancing GD&T frame symbol missing datum reference per ASME Y14.5 -JCM,Standards,4
ISOMETRIC DRAWING VIEW ORIENTATION MISALIGNED WITH PLAN COORDINATES,Drafting,1
Revision cloud incomplete: does not fully enclose modified piping spool,Revision,7
Incorrect nozzle flange connection rating 900# on vessel C-100,Technical,0
DISCREPANCY IN PIPE DIAMETER CALLOUT: 6 INCH INDICATED ON PLAN BUT 8 INCH ON ELEVATION BY: BREKOL,Dimension,2
TYPO ERROR: 'TEMPARATURE' SPELLED INCORRECTLY IN INSTRUMENT SCHEDULE -BEK,Cosmetic,3
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve -JJD,BOM,12
BOM QUANTITY MISMATCH: DRAWING SHOWS 4 SUPPORT BRACKETS BUT BOM LISTS QUANTITY 2 -JCM,BOM,12
Coordinate with mechanical: equipment nozzle loads exceed allowable piping interface limits -JDM,Coordination,5
Wrong view orientation: detail shows left elevation instead of right elevation,Drafting,1
Discrepancy between BOM item count and callout bubble count on assembly view -JCM,BOM,12
"INCORRECT DIMENSION: OVERALL LENGTH SHOWS 45'-0"" BUT SUM OF SEGMENT CALLOUTS IS 500 MM -UCC",Dimension,2
Wrong gasket material: graphite filled spiral wound required for steam service,Material,10
Missing vertical clearance dimension below overhead monorail beam -MWR,Dimension,2
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-E12 -RJY,Coordination,5
P&ID symbology does not conform to company drafting standard STD-001,Standards,4
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm,Calculation,8
Font height inconsistent between sheet title and drawing subtitle,Cosmetic,3
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping,Feasibility,9
Missing vertical clearance dimension below overhead monorail beam,Dimension,2
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38,Calculation,8
COORDINATE TIE-IN POINT TP-790 LOCATION BETWEEN PIPING AND BATTERY LIMIT PACKAGE -MWR,Coordination,5
Document distribution stamp incomplete: missing transmittal number -UCC,Documentation,6
BOM DESCRIPTION INCORRECT: ITEM 7 DESCRIPTION SAYS GATE VALVE BUT GRAPHIC SHOWS GLOBE VALVE,BOM,12
Revision symbol delta-2 missing near relocated drain valve By: BreKol,Revision,7
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID G-7 -BEK,Drafting,1
Drafting error: dimension line cuts through equipment outline -JCM,Drafting,1
Codal issue: stair handrail height 500 mm does not meet OSHA/IBC standard minimum 42 inches By: BreKol,Standards,4
PIPE INSULATION MATERIAL SPECIFICATION MISSING ON HIGH TEMPERATURE STEAM LINE -UCC,Material,10
Missing sheet reference callout: 'See companion sheet M-70086-01-004 for continuation',Documentation,6
"INCORRECT DIMENSION: OVERALL LENGTH SHOWS 150 MM BUT SUM OF SEGMENT CALLOUTS IS 45'-0""",Dimension,2
Drawing index sheet list does not match actual sheets included in package,Documentation,6
Hydraulic gradient calculation discrepancy on gravity sewer line slope -MWR,Calculation,8
Missing match line callout on sheet 1 for continuation on sheet 1,Drafting,1
Machining symbol missing on flange mating face surface finish requirement -JJD,Technical,0
Clash with civil/structural: HVAC duct penetrates structural moment frame beam,Coordination,5
Missing break line symbol on truncated pipe spool run -JJD,Drafting,1
Incorrect pipe schedule STD specified for design pressure 2500 PSI By: VSM,Technical,0
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH,Feasibility,9
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking -JDM",Feasibility,9
Dimension string does not close: 1200 mm discrepancy at wall interface -UCC,Dimension,2
CENTERLINE MISSING ON SYMMETRIC EQUIPMENT FOUNDATION PAD DETAIL,Drafting,1
Overlapping text and leader lines obscuring nozzle callout on T-502 -RJY,Drafting,1
Check equipment nozzle load connection details on HEX-102 inlet flange -JCM,Technical,0
Wrong weld callout: replace fillet weld with all-around fillet weld on moment connection -RJY,Technical,0
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment,Calculation,8
Revision history block missing date and initial for Revision C By: BreKol,Revision,7
Structural beam size W14x90 inconsistent with design calculation sheet CALC-ST-101,Calculation,8
Maintenance feasibility: filter basket cannot be removed without disconnecting piping,Feasibility,9
PART NUMBER IN BILL OF MATERIALS TABLE DOES NOT MATCH VENDOR CERTIFIED CUT SHEET -JDM,BOM,12
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench By: VSM,Feasibility,9
INCOMPLETE DOCUMENTATION: MISSING REFERENCE STANDARD SPECIFICATION DOCUMENT NUMBER,Documentation,6
Anchor bolt material must be hot-dip galvanized ASTM F1554 Grade 55,Material,10
REVISION CLOUD DRAWN WITH WRONG LINE WEIGHT: MUST FOLLOW REVISION STANDARD STYLE -JJD,Revision,7
ECN NO MISSING ON REVISED GUSSET PLATE DETAIL -JJD,Technical,0
INCORRECT O-RING ELASTOMER MATERIAL: SPECIFY VITON FOR HYDROCARBON SERVICE,Material,10
CODAL ISSUE: EGRESS PLATFORM LANDING DIMENSIONS VIOLATE NFPA 101 LIFE SAFETY CODE,Standards,4
Clash with civil/structural: HVAC duct penetrates structural moment frame beam,Coordination,5
NOTE REFERENCE ERROR: DETAIL REFERS TO NOTE 15 BUT NOTES LIST ONLY GOES UP TO NOTE 11 -UCC,Notes,11
Revision history block missing date and initial for Revision C,Revision,7
STANDARD ELECTRICAL GROUNDING SYMBOL MISSING AT TRANSFORMER NEUTRAL CONNECTION -RJY,Standards,4
Weld size undersized: 1/4 inch fillet weld specified but 3/8 inch required for base metal thickness By: BreKol,Technical,0
Dimension string does not close: 500 mm discrepancy at wall interface -MWR,Dimension,2
WRONG WELD SYMBOL: FIELD WELD FLAG INDICATED INSTEAD OF SHOP WELD,Technical,0
Codal issue: egress platform landing dimensions violate NFPA 101 Life Safety Code By: VSM,Standards,4
Isometric drawing view orientation misaligned with plan coordinates,Drafting,1
Drawing index sheet list does not match actual sheets included in package -JJD,Documentation,6
Clash between gravity drain line slope and underground electrical duct bank -BEK,Coordination,5
UPDATE NOTES: ADD NOTE REGARDING POST-WELD HEAT TREATMENT PWHT REQUIREMENT -JCM,Notes,11
TYPO IN NOTE 7: 'FEEDEER' CORRECTED TO 'FEEDER',Cosmetic,3
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench,Feasibility,9
Material specification required for cable tray: hot-dip galvanized steel vs aluminum -JDM,Material,10
INTER-DISCIPLINE CLASH: PIPE SUPPORT BRACKET INTERFERES WITH INSTRUMENT JUNCTION BOX JB-101 -BEK,Coordination,5
Hidden lines showing as solid lines in elevation section view -UCC,Drafting,1
MISSING ITEM TAG NUMBER IN BOM SCHEDULE COLUMN FOR TEMPERATURE TRANSMITTER,BOM,12
Missing moment connection plate weld size callout on detail Section 4 -BEK,Technical,0
Wrong bolt grade specified on structural shear connection: specify A325 instead of standard bolts,Technical,0
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench By: VSM,Feasibility,9
Material specification required for cable tray: hot-dip galvanized steel vs aluminum,Material,10
BOM ITEM TABLE ROW 9 MISSING ASTM MATERIAL SPECIFICATION NUMBER -BEK,BOM,12
General note 7 missing requirement for non-destructive examination NDT of critical welds -RJY,Notes,11
MISSING REFERENCE DRAWING NUMBERS FOR ELECTRICAL TIE-IN IN DOCUMENTATION BLOCK,Documentation,6
Discrepancy in pipe diameter callout: 6 inch indicated on plan but 8 inch on elevation,Dimension,2
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -JJD,BOM,12
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW -RJY,Drafting,1
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve,BOM,12
Piping and structural clash: pipe flange hits bottom flange of W12 beam By: BreKol,Coordination,5
BOM table column for material grade is blank for items 3 through 8 -RJY,BOM,12
Dimension string does not close: 1200 mm discrepancy at wall interface,Dimension,2
DELTA SYMBOL CALLOUT 3 MISSING ON SHEET 2 REVISION HISTORY TABLE,Revision,7
Weld size undersized: 1/4 inch fillet weld specified but 3/8 inch required for base metal thickness -UCC,Technical,0
VALVE OPERATION FEASIBILITY: HAND LEVER HITS STRUCTURAL COLUMN WHEN OPENING VALVE,Feasibility,9
Coordinate tie-in point TP-871 location between piping and battery limit package,Coordination,5
Missing hidden line for underground conduit duct bank on plan view -BEK,Drafting,1
BOM description missing valve actuator model and air supply pressure rating,BOM,12
